Fecha_i;Valor_i
2019-08-24T23:02:50.250Z;8,58333
2019-08-24T22:02:50.250Z;11,25000
2019-08-24T21:02:50.350Z;16,00000
2019-08-24T20:02:50.250Z;37,83333
2019-08-24T19:02:50.240Z;23,75000
2019-08-24T18:02:50.250Z;16,25000
2019-08-24T17:02:50.250Z;22,66667
2019-08-24T16:02:51.250Z;20,91667
2019-08-24T15:03:00.339Z;29,58333
2019-08-24T14:02:50.250Z;17,75000
2019-08-24T13:02:50.240Z;19,00000
2019-08-24T12:02:50.250Z;18,83333
2019-08-24T11:02:50.250Z;13,91667
2019-08-24T10:02:50.250Z;33,41667
2019-08-24T09:02:50.250Z;28,50000
2019-08-24T08:02:50.240Z;29,41667
2019-08-24T07:02:51.240Z;32,50000
2019-08-24T06:03:00.359Z;28,75000
2019-08-24T05:02:50.240Z;26,83333
2019-08-24T04:03:00.350Z;20,50000
2019-08-24T03:02:49.979Z;19,58334
2019-08-24T02:02:49.985Z;15,91667
2019-08-24T01:02:50.979Z;17,00000
2019-08-24T00:03:00.293Z;21,08333
2019-08-23T23:02:50.980Z;24,50000
2019-08-23T22:03:00.300Z;15,08333
2019-08-23T21:02:49.979Z;19,91667
2019-08-23T20:02:50.979Z;22,16667
2019-08-23T19:03:00.295Z;49,08333
2019-08-23T18:02:49.979Z;6,66667
2019-08-23T17:02:49.979Z;9,25000
2019-08-23T16:02:49.979Z;31,41667
2019-08-23T15:02:49.979Z;21,25000
2019-08-23T14:02:49.979Z;20,25000
2019-08-23T13:02:49.979Z;21,16667
2019-08-23T12:02:49.979Z;16,25000
2019-08-23T11:02:49.979Z;13,75000
2019-08-23T10:02:49.989Z;20,16667
2019-08-23T09:02:49.989Z;20,08333
2019-08-23T08:02:49.979Z;19,41667
2019-08-23T07:02:49.980Z;30,33333
2019-08-23T06:02:49.979Z;15,91667
2019-08-23T05:02:49.979Z;8,50000
2019-08-23T04:03:00.303Z;18,91667
2019-08-23T03:02:50.439Z;23,16667
2019-08-23T02:02:50.430Z;35,66666
2019-08-23T01:02:50.428Z;30,08333
2019-08-23T00:02:51.429Z;28,58333
2019-08-22T23:03:00.744Z;34,83333
2019-08-22T22:02:51.429Z;37,16667
2019-08-22T21:03:00.743Z;38,16667
2019-08-22T20:02:50.429Z;30,33333
2019-08-22T19:02:50.429Z;26,50000
2019-08-22T18:02:50.429Z;35,08334
2019-08-22T17:02:50.429Z;32,41667
2019-08-22T16:02:50.429Z;22,58333
2019-08-22T15:02:50.429Z;31,33333
2019-08-22T14:02:50.429Z;15,41667
2019-08-22T13:02:50.429Z;16,08334
2019-08-22T12:02:50.429Z;24,58333
2019-08-22T11:02:50.440Z;22,50000
2019-08-22T10:02:50.439Z;15,50000
2019-08-22T09:02:50.430Z;20,33333
2019-08-22T08:02:50.439Z;29,83333
2019-08-22T07:02:50.439Z;35,41666
2019-08-22T06:02:50.439Z;31,00000
2019-08-22T05:02:50.439Z;25,16667
2019-08-22T04:03:00.762Z;19,83333
2019-08-22T03:03:00.165Z;15,41667
2019-08-22T02:02:49.832Z;31,00000
2019-08-22T01:02:50.831Z;28,91667
2019-08-22T00:03:00.152Z;32,58333
2019-08-21T23:02:49.832Z;29,58333
2019-08-21T22:02:49.832Z;29,00000
2019-08-21T21:02:49.833Z;31,08333
2019-08-21T20:02:50.832Z;24,33333
2019-08-21T19:03:00.147Z;28,58334
2019-08-21T18:02:49.832Z;25,00000
2019-08-21T17:02:49.832Z;28,16667
2019-08-21T16:02:49.832Z;31,83333
2019-08-21T15:02:50.832Z;52,08333
2019-08-21T14:03:00.146Z;29,66667
2019-08-21T13:02:49.833Z;12,50000
2019-08-21T12:02:49.843Z;16,00000
2019-08-21T11:02:49.831Z;9,00000
2019-08-21T10:02:49.831Z;3,00000
2019-08-21T09:02:49.832Z;9,83333
2019-08-21T08:02:49.842Z;19,75000
2019-08-21T07:02:49.833Z;13,00000
2019-08-21T06:02:49.832Z;31,83334
2019-08-21T05:02:49.832Z;29,16667
2019-08-21T04:03:01.146Z;13,00000
2019-08-21T03:02:50.489Z;16,83333
2019-08-21T02:02:50.489Z;14,41667
2019-08-21T01:02:50.490Z;21,50000
2019-08-21T00:03:00.811Z;21,16667
2019-08-20T23:02:50.489Z;27,08333
2019-08-20T22:02:50.489Z;31,16666
2019-08-20T21:02:50.499Z;34,08333
2019-08-20T20:02:50.499Z;35,50000
2019-08-20T19:02:50.494Z;33,00000
2019-08-20T18:02:50.499Z;35,50000
2019-08-20T17:02:50.488Z;30,16667
2019-08-20T16:02:50.489Z;24,25000
2019-08-20T15:02:50.489Z;23,41667
2019-08-20T14:03:00.809Z;16,83333
2019-08-20T13:02:50.489Z;22,83333
2019-08-20T12:02:50.489Z;16,58333
2019-08-20T11:02:50.500Z;8,00000
2019-08-20T10:03:00.803Z;12,41667
2019-08-20T09:02:50.499Z;20,25000
2019-08-20T08:02:50.500Z;25,83333
2019-08-20T07:03:00.803Z;22,50000
2019-08-20T06:02:50.495Z;8,00000
2019-08-20T05:02:50.489Z;5,08333
2019-08-20T04:03:00.824Z;8,25000
2019-08-20T03:02:50.642Z;9,25000
2019-08-20T02:02:50.642Z;5,08333
2019-08-20T01:02:50.643Z;9,66667
2019-08-20T00:02:50.643Z;6,66667
2019-08-19T23:02:50.643Z;7,91667
2019-08-19T22:02:50.642Z;10,25000
2019-08-19T21:02:50.642Z;14,66667
2019-08-19T20:03:00.954Z;9,25000
2019-08-19T19:02:50.652Z;4,16667
2019-08-19T18:02:50.647Z;9,91667
2019-08-19T17:02:50.642Z;9,91667
2019-08-19T16:02:50.653Z;1,41667
2019-08-19T15:03:00.958Z;21,41667
2019-08-19T14:02:50.654Z;17,83333
2019-08-19T13:02:50.653Z;14,00000
2019-08-19T12:02:50.653Z;11,25000
2019-08-19T11:03:00.966Z;9,91667
2019-08-19T10:02:50.642Z;15,75000
2019-08-19T09:02:50.641Z;11,00000
2019-08-19T08:02:50.643Z;9,25000
2019-08-19T07:02:50.643Z;6,91667
2019-08-19T06:02:50.643Z;7,08333
2019-08-19T06:02:50.643Z;7,08333
2019-08-19T05:02:49.642Z;7,66667
2019-08-19T04:03:00.967Z;12,75000
2019-08-19T03:02:49.895Z;12,00000
2019-08-19T02:02:49.885Z;11,08333
2019-08-19T01:02:49.885Z;11,58333
2019-08-19T00:02:49.885Z;11,91667
2019-08-18T23:02:49.884Z;8,75000
2019-08-18T22:02:49.884Z;7,33333
2019-08-18T21:02:49.896Z;16,41667
2019-08-18T20:02:50.885Z;18,83333
2019-08-18T19:03:00.208Z;14,00000
2019-08-18T18:02:49.885Z;10,08333
2019-08-18T17:02:49.884Z;21,00000
2019-08-18T16:02:49.884Z;23,83333
2019-08-18T15:02:49.884Z;23,83333
2019-08-18T14:02:49.885Z;28,75000
2019-08-18T13:02:49.885Z;31,41667
2019-08-18T12:02:49.884Z;31,58333
2019-08-18T11:02:49.885Z;34,83334
2019-08-18T10:02:49.885Z;37,83334
2019-08-18T09:02:49.883Z;35,16667
2019-08-18T08:02:49.884Z;39,08333
2019-08-18T07:02:49.885Z;32,91667
2019-08-18T06:02:49.885Z;36,25000
2019-08-18T05:02:49.894Z;36,00000
2019-08-18T04:03:00.218Z;35,33333
2019-08-18T03:02:49.978Z;37,25000
2019-08-18T02:02:49.990Z;35,91666
2019-08-18T01:02:49.999Z;35,50000
2019-08-18T00:02:49.979Z;36,00000
2019-08-17T23:02:49.979Z;38,91666
2019-08-17T22:02:49.979Z;34,83333
2019-08-17T21:02:49.979Z;30,25000
2019-08-17T20:02:49.979Z;26,75000
2019-08-17T19:02:49.978Z;28,16666
2019-08-17T18:02:49.988Z;31,50000
2019-08-17T17:02:49.979Z;27,08334
2019-08-17T16:02:49.979Z;29,25000
2019-08-17T15:02:49.979Z;28,08333
2019-08-17T14:02:49.979Z;33,25000
2019-08-17T13:02:49.979Z;27,08333
2019-08-17T12:02:49.989Z;27,91667
2019-08-17T11:02:49.978Z;30,50000
2019-08-17T10:02:49.979Z;33,00000
2019-08-17T09:02:49.978Z;39,08333
2019-08-17T08:02:50.979Z;38,16666
2019-08-17T07:03:00.293Z;18,58333
2019-08-17T06:02:49.979Z;20,50000
2019-08-17T05:02:49.979Z;11,41667
2019-08-17T04:03:01.295Z;12,25000
2019-08-17T03:02:50.151Z;6,66667
2019-08-17T02:02:50.142Z;7,41667
2019-08-17T01:02:50.143Z;3,08333
2019-08-17T00:02:50.143Z;15,00000
2019-08-16T23:02:50.143Z;26,16667
2019-08-16T22:02:50.152Z;22,91667
2019-08-16T21:02:50.143Z;19,00000
2019-08-16T20:02:50.143Z;16,33333
2019-08-16T19:02:50.142Z;26,91666
2019-08-16T18:02:50.142Z;25,58333
2019-08-16T17:02:50.142Z;32,33333
2019-08-16T16:02:50.153Z;24,33333
2019-08-16T15:02:50.143Z;19,08333
2019-08-16T14:02:50.142Z;15,66667
2019-08-16T13:02:50.149Z;18,75000
2019-08-16T12:02:50.142Z;22,08333
2019-08-16T11:02:51.142Z;26,08333
2019-08-16T10:03:00.456Z;32,66666
2019-08-16T09:02:50.142Z;37,08334
2019-08-16T08:02:50.143Z;42,91667
2019-08-16T07:02:51.143Z;38,33333
2019-08-16T06:03:00.456Z;26,75000
2019-08-16T05:02:50.141Z;24,16667
2019-08-16T04:03:00.476Z;16,00000
2019-08-16T03:02:49.828Z;15,58333
2019-08-16T02:02:49.827Z;12,41667
2019-08-16T01:02:49.828Z;16,00000
2019-08-16T00:02:49.828Z;19,91667
2019-08-15T23:02:49.827Z;17,08333
2019-08-15T22:02:49.828Z;26,91667
2019-08-15T21:02:49.839Z;19,41667
2019-08-15T20:02:49.838Z;17,58333
2019-08-15T19:02:49.838Z;19,50000
2019-08-15T18:02:49.839Z;22,16667
2019-08-15T17:02:49.833Z;18,41667
2019-08-15T16:02:50.838Z;16,00000
2019-08-15T15:03:00.142Z;17,75000
2019-08-15T14:02:49.829Z;6,50000
2019-08-15T13:02:49.828Z;7,33333
2019-08-15T12:02:49.827Z;9,91667
2019-08-15T11:02:49.828Z;15,00000
2019-08-15T10:02:49.828Z;34,66667
2019-08-15T09:02:49.826Z;27,50000
2019-08-15T08:02:49.828Z;12,91667
2019-08-15T07:02:49.828Z;20,41667
2019-08-15T06:02:49.835Z;13,66667
2019-08-15T05:02:49.837Z;10,66667
2019-08-15T04:03:01.152Z;10,75000
2019-08-15T03:02:50.589Z;6,50000
2019-08-15T02:02:50.585Z;12,75000
2019-08-15T01:02:50.586Z;6,41667
2019-08-15T00:02:50.586Z;8,75000
2019-08-14T23:02:50.586Z;13,25000
2019-08-14T22:02:50.586Z;13,33333
2019-08-14T21:02:50.596Z;22,00000
2019-08-14T20:02:50.586Z;19,91667
2019-08-14T19:02:50.586Z;20,83333
2019-08-14T18:02:50.586Z;15,25000
2019-08-14T17:02:50.591Z;18,75000
2019-08-14T16:02:50.586Z;12,33333
2019-08-14T15:02:50.592Z;10,83333
2019-08-14T14:02:50.586Z;11,91667
2019-08-14T13:02:50.586Z;10,66667
2019-08-14T12:02:50.586Z;17,83333
2019-08-14T11:02:50.586Z;13,50000
2019-08-14T10:02:50.586Z;34,08333
2019-08-14T09:02:50.585Z;29,66667
2019-08-14T08:02:50.585Z;18,41667
2019-08-14T07:02:50.585Z;28,91667
2019-08-14T06:02:50.591Z;29,50000
2019-08-14T05:02:49.596Z;20,08333
2019-08-14T04:03:00.909Z;16,16667
2019-08-14T03:02:50.260Z;18,00000
2019-08-14T02:02:50.270Z;17,08333
2019-08-14T01:02:50.264Z;15,41667
2019-08-14T00:02:50.259Z;24,66667
2019-08-13T23:02:50.260Z;18,16667
2019-08-13T22:02:50.260Z;16,08333
2019-08-13T21:02:50.259Z;21,16667
2019-08-13T20:02:50.259Z;20,66667
2019-08-13T19:02:51.258Z;13,83333
2019-08-13T18:03:00.572Z;21,33333
2019-08-13T17:02:50.259Z;14,66667
2019-08-13T16:02:50.260Z;18,00000
2019-08-13T15:02:50.260Z;15,00000
2019-08-13T14:02:50.260Z;19,83333
2019-08-13T13:02:50.260Z;15,66667
2019-08-13T12:02:50.270Z;13,41667
2019-08-13T11:02:50.258Z;19,58333
2019-08-13T10:02:50.259Z;9,58333
2019-08-13T09:02:50.259Z;17,00000
2019-08-13T08:02:51.259Z;21,41667
2019-08-13T07:03:00.578Z;13,66667
2019-08-13T06:02:50.265Z;14,41667
2019-08-13T05:02:50.259Z;9,83333
2019-08-13T04:03:00.583Z;7,16667
2019-08-13T03:03:00.434Z;13,66667
2019-08-13T02:02:50.121Z;17,66667
2019-08-13T01:02:50.122Z;21,91667
2019-08-13T00:02:51.122Z;17,08333
2019-08-12T23:03:00.435Z;13,83333
2019-08-12T22:02:50.121Z;16,41667
2019-08-12T21:02:50.132Z;22,66667
2019-08-12T20:02:50.132Z;21,75000
2019-08-12T19:02:50.132Z;21,25000
2019-08-12T18:02:50.121Z;17,58333
2019-08-12T17:02:50.132Z;12,58333
2019-08-12T16:02:51.122Z;8,41667
2019-08-12T15:03:00.445Z;10,66667
2019-08-12T14:02:50.122Z;7,58333
2019-08-12T13:02:50.122Z;8,08333
2019-08-12T12:02:50.122Z;16,08333
2019-08-12T11:02:50.122Z;7,91667
2019-08-12T10:02:50.121Z;6,91667
2019-08-12T09:02:50.128Z;11,83333
2019-08-12T08:02:51.122Z;12,91667
2019-08-12T07:03:00.435Z;21,00000
2019-08-12T06:02:50.122Z;30,66667
2019-08-12T05:02:50.132Z;3,50000
2019-08-12T04:03:01.434Z;4,16667
2019-08-12T03:02:50.579Z;3,58333
2019-08-12T02:02:50.580Z;4,41667
2019-08-12T01:02:50.581Z;2,91667
2019-08-12T00:03:00.895Z;2,50000
2019-08-11T23:02:50.580Z;5,08333
2019-08-11T22:02:50.579Z;2,41667
2019-08-11T21:02:50.589Z;6,50000
2019-08-11T20:02:50.579Z;8,50000
2019-08-11T19:02:59.904Z;3,25000
2019-08-11T18:02:49.821Z;21,83333
2019-08-11T17:02:49.821Z;18,58333
2019-08-11T16:02:49.821Z;21,00000
2019-08-11T15:02:50.831Z;19,58333
2019-08-11T14:03:00.135Z;16,16667
2019-08-11T13:02:49.831Z;20,91666
2019-08-11T12:02:49.821Z;15,08333
2019-08-11T11:02:49.821Z;16,91667
2019-08-11T10:02:49.822Z;15,75000
2019-08-11T09:02:49.821Z;19,50000
2019-08-11T08:02:49.822Z;16,83333
2019-08-11T07:02:49.831Z;19,41667
2019-08-11T06:02:49.821Z;20,66667
2019-08-11T05:02:49.831Z;17,66667
2019-08-11T04:03:01.155Z;8,33333
2019-08-11T03:02:49.883Z;15,33333
2019-08-11T02:02:49.885Z;26,16667
2019-08-11T01:02:49.884Z;21,50000
2019-08-11T00:02:49.883Z;18,41667
2019-08-10T23:02:49.884Z;11,66667
2019-08-10T22:02:49.883Z;28,66667
2019-08-10T21:02:49.884Z;25,08333
2019-08-10T20:02:49.884Z;27,33333
2019-08-10T19:02:49.884Z;21,50000
2019-08-10T18:02:49.884Z;23,25000
2019-08-10T17:02:49.894Z;24,58333
2019-08-10T16:02:49.883Z;21,16667
2019-08-10T15:02:49.883Z;24,08333
2019-08-10T14:02:50.884Z;23,50000
2019-08-10T13:03:00.199Z;27,91667
2019-08-10T12:02:49.884Z;24,25000
2019-08-10T11:02:49.884Z;26,75000
2019-08-10T10:02:49.884Z;33,16667
2019-08-10T09:02:49.884Z;36,33333
2019-08-10T08:02:49.883Z;34,50000
2019-08-10T07:02:50.883Z;28,83333
2019-08-10T06:03:00.197Z;31,83333
2019-08-10T05:02:49.896Z;32,66667
2019-08-10T04:03:01.209Z;34,00000
2019-08-10T03:02:49.929Z;32,00000
2019-08-10T02:02:49.929Z;35,25000
2019-08-10T01:02:49.929Z;37,41667
2019-08-10T00:02:49.928Z;34,83334
2019-08-09T23:02:49.929Z;33,08334
2019-08-09T22:02:50.929Z;31,41667
2019-08-09T21:03:00.243Z;32,25000
2019-08-09T20:02:49.940Z;33,83333
2019-08-09T19:02:49.934Z;27,75000
2019-08-09T18:02:49.929Z;26,25000
2019-08-09T17:02:49.929Z;23,75000
2019-08-09T16:02:49.929Z;21,00000
2019-08-09T15:02:49.929Z;16,33333
2019-08-09T14:02:49.929Z;27,58333
2019-08-09T13:02:49.928Z;26,16667
2019-08-09T12:02:49.929Z;20,00000
2019-08-09T11:02:49.929Z;26,75000
2019-08-09T10:02:49.930Z;23,50000
2019-08-09T09:02:49.929Z;24,66667
2019-08-09T08:02:49.929Z;35,25000
2019-08-09T07:02:49.930Z;22,66667
2019-08-09T06:02:49.930Z;19,41667
2019-08-09T05:02:49.928Z;23,50000
2019-08-09T04:03:01.241Z;24,08333
2019-08-09T03:02:50.349Z;19,08333
2019-08-09T02:02:50.350Z;31,58333
2019-08-09T01:02:50.349Z;33,91666
2019-08-09T00:02:50.350Z;30,25000
2019-08-08T23:02:50.350Z;29,08333
2019-08-08T22:02:50.349Z;34,16667
2019-08-08T21:02:50.349Z;38,91667
2019-08-08T20:02:50.349Z;23,66667
2019-08-08T19:02:50.349Z;27,83334
2019-08-08T18:02:50.359Z;26,00000
2019-08-08T17:02:50.348Z;23,16667
2019-08-08T16:02:50.350Z;18,25000
2019-08-08T15:02:51.349Z;20,83333
2019-08-08T14:03:00.664Z;27,75000
2019-08-08T13:02:50.350Z;25,16667
2019-08-08T12:02:50.349Z;37,41667
2019-08-08T11:02:50.350Z;36,75000
2019-08-08T10:02:50.349Z;34,41667
2019-08-08T09:02:50.349Z;42,00000
2019-08-08T08:02:50.349Z;33,41666
2019-08-08T07:02:50.349Z;31,66667
2019-08-08T06:02:50.349Z;28,91667
2019-08-08T05:02:50.359Z;27,41667
2019-08-08T04:03:00.673Z;34,66667
2019-08-08T03:02:50.190Z;31,91666
2019-08-08T02:02:50.186Z;32,58333
2019-08-08T01:02:50.187Z;29,08334
2019-08-08T00:02:50.188Z;32,00000
2019-08-07T23:02:50.187Z;35,16667
2019-08-07T22:02:50.188Z;36,25000
2019-08-07T21:02:50.193Z;33,66667
2019-08-07T20:02:50.188Z;31,66667
2019-08-07T19:02:50.187Z;27,50000
2019-08-07T18:02:51.188Z;22,58333
2019-08-07T17:03:00.502Z;30,16667
2019-08-07T16:02:50.194Z;25,66667
2019-08-07T15:02:50.188Z;19,83333
2019-08-07T14:02:50.188Z;20,83333
2019-08-07T13:02:50.187Z;22,50000
2019-08-07T12:02:50.198Z;18,50000
2019-08-07T11:02:50.188Z;28,08333
2019-08-07T10:02:50.187Z;26,91667
2019-08-07T09:02:50.188Z;25,75000
2019-08-07T08:02:51.188Z;31,00000
2019-08-07T07:03:00.502Z;19,25000
2019-08-07T06:02:50.188Z;19,16667
2019-08-07T05:02:50.197Z;14,50000
2019-08-07T04:03:00.523Z;23,91667
2019-08-07T03:02:50.628Z;23,58333
2019-08-07T02:02:50.630Z;21,00000
2019-08-07T01:02:50.629Z;29,50000
2019-08-07T00:02:50.628Z;14,33333
2019-08-06T23:02:50.629Z;25,41667
2019-08-06T22:02:50.629Z;32,75000
2019-08-06T21:02:50.629Z;32,66666
2019-08-06T20:02:50.630Z;25,00000
2019-08-06T19:02:50.640Z;31,08333
2019-08-06T18:02:50.635Z;26,50000
2019-08-06T17:02:50.632Z;24,08333
2019-08-06T16:02:50.639Z;18,66667
2019-08-06T15:03:00.943Z;19,33333
2019-08-06T14:02:50.639Z;16,33333
2019-08-06T13:02:50.639Z;14,83333
2019-08-06T12:02:50.639Z;14,00000
2019-08-06T11:02:50.630Z;14,08333
2019-08-06T10:02:50.629Z;24,58333
2019-08-06T09:02:50.628Z;22,08333
2019-08-06T08:02:50.630Z;21,41667
2019-08-06T07:02:50.630Z;20,08333
2019-08-06T06:02:50.629Z;9,33333
2019-08-06T05:02:49.628Z;9,08333
2019-08-06T04:03:00.956Z;8,08333
2019-08-06T03:02:50.219Z;8,25000
2019-08-06T02:02:50.230Z;13,16667
2019-08-06T01:02:50.230Z;12,00000
2019-08-06T00:02:51.230Z;15,08333
2019-08-05T23:03:00.534Z;23,25000
2019-08-05T22:02:50.219Z;26,66667
2019-08-05T21:02:50.229Z;16,25000
2019-08-05T20:02:50.220Z;25,00000
2019-08-05T19:02:51.219Z;12,83333
2019-08-05T18:03:00.534Z;8,91667
2019-08-05T17:02:50.219Z;8,91667
2019-08-05T16:02:50.220Z;11,75000
2019-08-05T15:02:50.220Z;6,83333
2019-08-05T14:02:50.220Z;11,00000
